"","time","pstate1","pstate2","pstate3","pstate4","se1","se2","se3","se4"
"1",0,1,0,0,0,0,0,0,0
"2",1.5229166665813,0.993953794333157,0.00604620566684259,0,0,0.00614766952024804,0.00614766952024804,0,0
"3",1.64652777777519,0.987869891190862,0.0121301088091381,0,0,0.00888367846758002,0.00888367846758002,0,0
"4",1.86666666669771,0.981747580982816,0.0182524190171839,0,0,0.0111054985565054,0.0111054985565054,0,0
"5",1.90555555548053,0.975609163226391,0.0243908367736087,0,0,0.0130675704100092,0.0130675704100092,0,0
"6",1.91249999997672,0.969454450789475,0.0305455492105253,0,0,0.0148726711249959,0.0148726711249959,0,0
"7",1.92083333327901,0.963283252653795,0.0367167473462051,0,0,0.0165718270721428,0.0165718270721428,0,0
"8",2.05208333325572,0.957071518451936,0.0429284815480641,0,0,0.0181995492090716,0.0181995492090716,0,0
"9",2.32152777782176,0.950818443786527,0.0491815562134727,0,0,0.0197721164024068,0.0197721164024068,0,0
"10",2.34722222213168,0.944565369121119,0.0554346308788813,0,0,0.0212925373230049,0.021292537323005,0,0
"11",2.38958333327901,0.943874112600767,0.0518201736372286,0.00361445724165268,0.000691256520351898,0.0213083448696063,0.0202164684822444,0.00380199047365134,0.00115628436893178
"12",2.5,0.937608159638732,0.0580861265992636,0.00361445724165268,0.000691256520351898,0.0227872607425896,0.0217789740002915,0.00380199047365134,0.00115628436893178
"13",2.6875,0.931324536805928,0.0643697494320672,0.00361445724165268,0.000691256520351898,0.024235239286844,0.0232984299823804,0.00380199047365134,0.00115628436893178
"14",2.72986111114733,0.924997430174739,0.0706968560632571,0.00361445724165268,0.000691256520351898,0.0256596150636751,0.0247849597158436,0.00380199047365134,0.00115628436893178
"15",2.79236111114733,0.918588432385807,0.0771058538521891,0.00361445724165268,0.000691256520351898,0.027062362578009,0.026242398960478,0.00380199047365134,0.00115628436893178
"16",2.79861111112405,0.912160563651352,0.0835337225866439,0.00361445724165268,0.000691256520351898,0.0284430538838241,0.0276715416829002,0.00380199047365134,0.00115628436893178
"17",2.82361111114733,0.905686221499422,0.0900080647385739,0.00361445724165268,0.000691256520351898,0.0298056619727467,0.0290775215584522,0.00380199047365134,0.00115628436893178
"18",2.82916666660458,0.899164389502822,0.0965298967351734,0.00361445724165268,0.000691256520351898,0.0311513543526103,0.0304623142084864,0.00380199047365134,0.00115628436893178
"19",2.84375,0.892622591779079,0.103071694458917,0.00361445724165268,0.000691256520351898,0.0324805228704035,0.0318269115386829,0.00380199047365134,0.00115628436893178
"20",2.92152777779847,0.886060558030275,0.109633728207721,0.00361445724165268,0.000691256520351898,0.0337948334679805,0.0331735170066102,0.00380199047365134,0.00115628436893178
"21",2.9375,0.879448645549195,0.1162456406888,0.00361445724165268,0.000691256520351898,0.0350956030879573,0.0345039065347974,0.00380199047365134,0.00115628436893178
"22",3.04166666662786,0.87911097365572,0.112269004928445,0.00759109300200808,0.00102892841382698,0.0350980585839289,0.0336517158325455,0.00622271853190673,0.00156667778751171
"23",3.05208333325572,0.872480624462242,0.118899354121924,0.00759109300200808,0.00102892841382698,0.0363846389464055,0.0350065986465752,0.00622271853190673,0.00156667778751171
"24",3.07291666662786,0.865798549709398,0.125581428874767,0.00759109300200808,0.00102892841382698,0.0376587736749123,0.036343736789332,0.00622271853190673,0.00156667778751171
"25",3.12847222224809,0.865483783394548,0.121513704431323,0.0116588174454522,0.00134369472867667,0.0376636674032623,0.0355493997421759,0.00831024236492423,0.00196293977628627
"26",3.17777777777519,0.865155279123152,0.117404459233791,0.0157680626429841,0.00167219900007346,0.0376740132153478,0.0347920543876473,0.0102041768275248,0.00238905086678595
"27",3.3256944444729,0.858456414309823,0.12410332404712,0.0157680626429841,0.00167219900007346,0.0389336911522369,0.0361862096605603,0.0102041768275248,0.00238905086678595
"28",3.39166666672099,0.851735481136861,0.130824257220082,0.0157680626429841,0.00167219900007346,0.0401828416713144,0.0375597124193424,0.0102041768275248,0.00238905086678595
"29",3.54236111103091,0.851425431764846,0.126581295594683,0.020011024268383,0.00198224837208904,0.040194181096891,0.0368484434390451,0.012078502760534,0.00279138669151394
"30",3.59722222224809,0.844575082614912,0.133431644744616,0.020011024268383,0.00198224837208904,0.0414540995337515,0.0382618353510793,0.012078502760534,0.00279138669151394
"31",3.59999999997672,0.837619343320309,0.140387384039219,0.020011024268383,0.00198224837208904,0.0426943176857241,0.0396443078154593,0.012078502760534,0.00279138669151394
"32",3.60416666662786,0.83734766192485,0.136330468257453,0.0240679400501488,0.00225392976754866,0.0427048598415788,0.039035291018306,0.0138484772285109,0.00314185702756582
"33",3.62847222213168,0.830334858670633,0.14334327151167,0.0240679400501488,0.00225392976754866,0.0439302560063496,0.0404238866182987,0.0138484772285109,0.00314185702756582
"34",3.72222222213168,0.823261200494532,0.15041692968777,0.0240679400501488,0.00225392976754866,0.0451420644043679,0.0417880335082048,0.0138484772285109,0.00314185702756582
"35",3.79166666662786,0.823003467818015,0.146221434136631,0.0282634356012876,0.00251166244406618,0.045152222467158,0.0412239705131689,0.0156546014359564,0.00347279991862986
"36",3.84375,0.815906364829073,0.153318537125574,0.0282634356012876,0.00251166244406618,0.0463516387886066,0.0425943261507789,0.0156546014359564,0.00347279991862986
"37",3.8618055555271,0.808692037199626,0.16053286475502,0.0282634356012876,0.00251166244406618,0.0475267320739226,0.0439293354328082,0.0156546014359564,0.00347279991862986
"38",3.88055555557366,0.808450538800942,0.156261666269332,0.0325346340869756,0.00275316084275077,0.0475360958942634,0.0434323021069619,0.0175062173893031,0.00378085264671597
"39",3.91666666662786,0.800698225529082,0.154667338395328,0.0413683101950167,0.00326612588057328,0.0487225040548627,0.043944842976232,0.0211723378058407,0.00443408677791494
"40",3.92708333325572,0.800434229985995,0.150123937593421,0.0459117109969236,0.00353012142366014,0.0487390077612436,0.0434996292223767,0.022856600441799,0.00477767502128692
"41",4.00694444449618,0.793134718969353,0.157423448610064,0.0459117109969236,0.00353012142366014,0.049881622239205,0.0448799673127571,0.022856600441799,0.00477767502128692
"42",4.02430555550382,0.785806829859704,0.164751337719713,0.0459117109969236,0.00353012142366014,0.0510133368014086,0.0462357038671391,0.022856600441799,0.00477767502128692
"43",4.08333333337214,0.778450073395857,0.17210809418356,0.0459117109969236,0.00353012142366014,0.052134463724951,0.0475685132395256,0.022856600441799,0.00477767502128692
"44",4.10208333330229,0.77820867094072,0.167352914592993,0.0506668905874904,0.00377152387879675,0.0521475043036471,0.0471674130158187,0.0246453046458608,0.00508550231083602
"45",4.12152777786832,0.770824833203544,0.174736752330169,0.0506668905874904,0.00377152387879675,0.0532568194804878,0.0485005785145239,0.0246453046458608,0.00508550231083602
"46",4.2236111110542,0.763440995466369,0.182120590067344,0.0506668905874904,0.00377152387879675,0.0543564720960708,0.0498122274482629,0.0246453046458608,0.00508550231083602
"47",4.2319444444729,0.756026984806134,0.189534600727579,0.0506668905874904,0.00377152387879675,0.055446588607459,0.0511039544216773,0.0246453046458608,0.00508550231083602
"48",4.28888888889924,0.748582254060669,0.196979331473044,0.0506668905874904,0.00377152387879675,0.0565273222055249,0.052376810818071,0.0246453046458608,0.00508550231083602
"49",4.42847222217824,0.741061334066299,0.204500251467414,0.0506668905874904,0.00377152387879675,0.0575926833534392,0.0536257498223224,0.0246453046458608,0.00508550231083602
"50",4.44444444449618,0.733461851792285,0.212099733741428,0.0506668905874904,0.00377152387879675,0.0586417417644299,0.0548505459871179,0.0246453046458608,0.00508550231083602
"51",4.58333333337214,0.725781308572074,0.219780276961639,0.0506668905874904,0.00377152387879675,0.0596735106015171,0.0560508480266178,0.0246453046458608,0.00508550231083602
"52",4.60763888887595,0.718100765351863,0.22746082018185,0.0506668905874904,0.00377152387879675,0.0606960973997917,0.0572348417979244,0.0246453046458608,0.00508550231083602
"53",4.66388888889924,0.710420222131652,0.235141363402061,0.0506668905874904,0.00377152387879675,0.061709946329687,0.0584035061546486,0.0246453046458608,0.00508550231083602
"54",4.68472222227138,0.702704578980055,0.242857006553658,0.0506668905874904,0.00377152387879675,0.0627139445775643,0.059556549066135,0.0246453046458608,0.00508550231083602
"55",4.71875,0.694988935828458,0.250572649705255,0.0506668905874904,0.00377152387879675,0.0637097520051665,0.0606956986103205,0.0246453046458608,0.00508550231083602
"56",4.75,0.687237080267051,0.258324505266662,0.0506668905874904,0.00377152387879675,0.0646960239236461,0.0618203407870456,0.0246453046458608,0.00508550231083602
"57",4.77083333325572,0.687080727020986,0.25308825212659,0.0559031437275619,0.00392787712486196,0.0646955889137336,0.0615743470094438,0.026961678133402,0.00526341524347683
"58",4.78125,0.686920172575734,0.247819093613158,0.0611723022409944,0.00408843157011405,0.0646958797043526,0.0613339637031025,0.0291242908577553,0.00544882044471033
"59",4.80277777777519,0.679134940483236,0.255604325705656,0.0611723022409944,0.00408843157011405,0.0656710329064654,0.0624787491730486,0.0291242908577553,0.00544882044471033
"60",4.83333333325572,0.671179347337637,0.263559918851255,0.0611723022409944,0.00408843157011405,0.0666042678964295,0.0635764819125956,0.0291242908577553,0.00544882044471033
"61",4.91666666662786,0.671030279756263,0.258344626059091,0.0663875950331583,0.00423749915148797,0.0666036880899105,0.0634430273923135,0.0313395711250548,0.00561919840712996
"62",4.9375,0.662839623620437,0.266535282194917,0.0663875950331583,0.00423749915148797,0.0675431461271941,0.0645620976559969,0.0313395711250548,0.00561919840712996
"63",5.04166666662786,0.662695178144311,0.261360347204269,0.0715625300238055,0.00438194462761408,0.0675424298539856,0.0644344456404505,0.0334075660280737,0.00578439920143084
"64",5.05347222217824,0.662547019286788,0.256154298608935,0.0767685786191397,0.00453010348513753,0.0675422961523736,0.0643110932058433,0.0353758653685583,0.00595590233775366
"65",5.16666666662786,0.662395883063891,0.250948250013601,0.0819746272144738,0.00468123970803383,0.0675427867270875,0.0642023304660597,0.0372658266624075,0.00613281560987684
"66",5.18819444440305,0.662240674747598,0.24570939663279,0.0872134805952852,0.00483644802432733,0.067543948336119,0.0640969255680305,0.0390824654315901,0.00631637295362729
"67",5.33333333337214,0.654057419775019,0.253892651605369,0.0872134805952852,0.00483644802432733,0.0684706728325519,0.0652624358393954,0.0390824654315901,0.00631637295362729
"68",5.375,0.65390187268683,0.248513040894424,0.09259309130623,0.0049919951125165,0.0684716349047137,0.0651483874474435,0.0408621486070837,0.00649984230319907
"69",5.41666666662786,0.653742996232986,0.243133430183479,0.0979727020171748,0.00515087156635971,0.0684732989768697,0.0650465417971251,0.0425864371697758,0.00668901936579161
"70",5.45833333325572,0.653576191603433,0.237606290535178,0.103499841665476,0.00531767619591331,0.068475781253791,0.0648775850454704,0.0441940258190471,0.00688935435204417
"71",5.65138888882939,0.653402747150222,0.231988353907767,0.109117778292887,0.00549112064912402,0.0684791623151812,0.064675708302382,0.0457282115213148,0.00709938613877041
"72",5.66180555557366,0.645227683129768,0.240163417928221,0.109117778292887,0.00549112064912402,0.0693929690307528,0.0658915514045497,0.0457282115213148,0.00709938613877041
"73",5.66666666662786,0.645054767095311,0.234429072640401,0.114852123580708,0.0056640366835807,0.069396114835228,0.0656811349379744,0.0472441424617283,0.00730782788422218
"74",5.72916666662786,0.644872284105575,0.228520372133346,0.120760824087763,0.00584651967331676,0.0694002974443868,0.0653724746304853,0.0486344505900499,0.00752949773270344
"75",5.91666666662786,0.644685135731943,0.222611671626291,0.126669524594818,0.00603366804694908,0.0694055118118317,0.0650688289879874,0.0499945365558017,0.00775853220201412
"76",6.0131944444729,0.636473165074351,0.230823642283882,0.126669524594818,0.00603366804694908,0.0703040903730884,0.0663251314453481,0.0499945365558017,0.00775853220201412
"77",6.02430555562023,0.636292397994674,0.224982816623251,0.132510350255449,0.00621443512662593,0.0703088537158217,0.0661321913206697,0.0514482029438841,0.00797833082324679
"78",6.05833333334886,0.636100996318346,0.218953153324591,0.138540013554109,0.0064058368029538,0.0703148263441896,0.0658270594471154,0.0527756260113087,0.00821260590834838
"79",6.0625,0.63590273486908,0.212872949834401,0.144620217044299,0.00660409825222027,0.0703220242850432,0.0655016502373418,0.0540614682326023,0.00845684780455513
"80",6.07638888887595,0.635694746604541,0.206669642101074,0.150823524777626,0.00681208651675928,0.0703306762808385,0.0651098255505687,0.0552740755548066,0.00871460641186336
"81",6.22916666662786,0.627290255951521,0.215074132754093,0.150823524777626,0.00681208651675928,0.0711696746020763,0.0663929220202085,0.0552740755548066,0.00871460641186336
"82",6.35833333327901,0.618838114837318,0.223526273868297,0.150823524777626,0.00681208651675928,0.0719948882259128,0.0676495169786639,0.0552740755548066,0.00871460641186336
"83",6.41666666662786,0.618642890001015,0.217243646513554,0.15710615213237,0.00700731135306224,0.0720014444909404,0.0673282845599447,0.0565697259851385,0.00895169666392671
"84",6.5493055555271,0.610144574791222,0.225741961723346,0.15710615213237,0.00700731135306224,0.0728112855733436,0.0685824516566778,0.0565697259851385,0.00895169666392671
"85",6.64583333325572,0.60995401190701,0.219460328606178,0.163387785249538,0.00719787423727394,0.0728173403903084,0.0683275181935272,0.0579173918023206,0.00918146621109053
"86",6.85416666662786,0.601336081943971,0.228078258569218,0.163387785249538,0.00719787423727394,0.0735959464776245,0.0695648862859433,0.0579173918023206,0.00918146621109053
"87",6.89583333325572,0.601146088528238,0.221657891110591,0.169808152708165,0.00738786765300646,0.0736016087098759,0.0692849671659513,0.059242476830225,0.00940888104395466
"88",7.08750000002328,0.59247861342707,0.23032536621176,0.169808152708165,0.00738786765300646,0.0743635988246923,0.070518968226469,0.059242476830225,0.00940888104395466
"89",7.15486111107748,0.583680025199472,0.239123954439357,0.169808152708165,0.00738786765300646,0.0750924390454792,0.0717114270916034,0.059242476830225,0.00940888104395466
"90",7.41666666662786,0.583503679904651,0.232687201515479,0.176244905632043,0.00756421294782765,0.0750960809364908,0.0715550024925842,0.0606869471716887,0.00961527415333564
"91",7.8881944444729,0.574570581738319,0.241620299681811,0.176244905632043,0.00756421294782765,0.0757878035564328,0.0727262022485326,0.0606869471716887,0.00961527415333564
"92",7.89583333337214,0.565578657633438,0.250612223786693,0.176244905632043,0.00756421294782765,0.0764614227134578,0.0738694543617372,0.0606869471716887,0.00961527415333564
"93",7.91666666662786,0.565251358033192,0.237690828224895,0.18916630119384,0.00789151254807327,0.0764656785567361,0.073703099028201,0.0636489285895748,0.00999083141743216
"94",8.28333333332557,0.565074110178406,0.231050240678368,0.195806888740367,0.00806876040285905,0.0764690599495368,0.0735509335796888,0.0650435475202954,0.0101965145799677
